collected_frames,state/lin_vel_mean,state/lin_vel_max,state/ang_vel_mean,state/ang_vel_max,state/roll_deg_mean,state/roll_deg_max,state/pitch_deg_mean,state/pitch_deg_max,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/pct_healthy
7864320,0.34952542185783386,1.2179608242586255,0.32338849920779467,2.761263524182141,1.644231079146266,57.0933119058609,3.3202432692050934,52.26285371184349,3.8322591241449118,0.07822179078357294,-0.24920908361673355,1.0
7929856,0.34696961170993745,1.2739931885153055,0.31170239788480103,2.487583822570741,1.6916346158832312,54.97076573967934,3.128289746120572,43.5073801279068,3.7765349205583334,0.07637438306119293,-0.11237457999959588,1.0
7995392,0.19520872749433102,1.0559071251696133,0.12057037012797432,1.6726565849125745,0.9472879348918851,26.71858763082671,2.2853978468239844,32.912899573939484,4.000383749963289,0.05298112289059952,-0.19838601102665382,1.0
8060928,0.3510442371480167,1.0792249743826687,0.3426745207980275,2.3592480700463057,1.0790446395985782,25.71991717815399,5.066716562956572,46.25254163146019,4.094977300614119,0.0813506978447549,-0.42015799949876964,1.0
8126464,0.34331625094637275,1.3439472899772227,0.3368020982015878,2.8381913155317307,1.2689927443861961,33.36175076663494,4.1646434757858515,62.4203422665596,3.908171398565173,0.07890997885260731,-0.44628250296227634,1.0
8192000,0.33780630654655397,1.1618409361690283,0.33549166680313647,2.258338512852788,1.650317701511085,46.72065329551697,4.27496637031436,57.20781451463699,3.743930025026202,0.08316505467519164,-0.14380442956462502,1.0
8257536,0.333574564429,2.1059058010578156,0.33689700812101364,2.6882563745602965,1.7872112607583404,48.00190517306328,4.606898922473192,53.8650883436203,3.6915530897676945,0.07584911904996261,-0.09077931464707945,1.0
8323072,0.19988110749028534,0.9963782107883907,0.1322025966673461,1.7859471636005195,1.4110249499425696,31.34836672909603,3.7056251084852785,51.698163558493356,3.8290359555597764,0.0644242336541549,-0.10717496013336153,1.0
8388608,0.3537868717685342,1.0637567131780088,0.31616124766878784,2.4511661529541016,1.169417886994779,47.97800061106682,4.522367158904672,55.26962324976921,3.9293063450604677,0.0791785076726228,-0.3035821479279548,1.0
8454144,0.3382492072414607,1.1267183511517942,0.3074982881080359,2.3859776025637984,1.4443810526281595,40.640072360634804,4.212272822856903,63.959702640771866,3.7086690831929445,0.07940488861640915,-0.37916770786978304,1.0
8519680,0.3319612657651305,2.2735708793625236,0.30755909625440836,2.7602933812886477,1.5592646207660437,62.70782458782196,4.6710000447928905,58.553680419921875,3.660064024850726,0.07715840969467536,-0.27863654016982764,1.0
8585216,0.31209626141935587,2.2712104627862573,0.3155956494156271,2.7704005260020494,1.8311410518363118,66.01845914125443,5.5644670985639095,54.62458974123001,3.599010204896331,0.07459086232120171,-0.5468598019215278,1.0
8650752,0.1778651465246656,0.9617592576577003,0.13564011624576636,1.6801716132111937,1.2912031570063758,30.18545980209552,5.782251415450227,49.30130042351154,3.746016264859452,0.07344318444403,-0.02729865726986788,1.0
8716288,0.33937454014085233,1.1366562047041953,0.3226220130454749,2.296435808762908,1.0968809155747294,28.66609075665474,5.539084307849407,43.36536207795143,4.020983297377825,0.08395811467198655,-0.05384043254889548,1.0
8781824,0.32431259169243276,1.2686267914250493,0.31714232289232314,2.385572195984423,1.4979135878384113,33.2620210647583,5.790023218840361,65.56351566314697,3.8388813491910696,0.08701584569644183,-0.4715967932716012,1.0
