attempt,collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_front_mean,action/flipper_front_std,action/flipper_rear_mean,action/flipper_rear_std
1,1703936,-0.011656882241368294,0.6179941892623901,-0.02699359878897667,0.6041299700737,-0.2091333568096161,0.5527613759040833,-0.24483232200145721,0.2967897653579712
1,1835008,-0.014440829865634441,0.6105154156684875,-0.0165418591350317,0.6045406460762024,-0.24950852990150452,0.5546266436576843,-0.23219478130340576,0.281480997800827
1,1966080,-0.01063983328640461,0.6085255146026611,-0.03198442608118057,0.5991418361663818,-0.21784056723117828,0.5513448119163513,-0.22718454897403717,0.30425405502319336
1,2097152,-1.0320101864635944e-05,0.6058396100997925,-0.03440907597541809,0.591014564037323,-0.20991620421409607,0.5533190369606018,-0.22078728675842285,0.29039791226387024
1,2228224,-0.002208735328167677,0.6085789203643799,-0.02385922521352768,0.5911803245544434,-0.20162323117256165,0.5495659112930298,-0.21901462972164154,0.2982352375984192
1,2359296,-0.007248180918395519,0.6078036427497864,-0.03623198717832565,0.5800617337226868,-0.1922380030155182,0.5437199473381042,-0.2111946940422058,0.301607608795166
1,2490368,0.0012555225985124707,0.6029500365257263,-0.042305588722229004,0.5806643962860107,-0.19320617616176605,0.5538663864135742,-0.20642781257629395,0.29585930705070496
1,2621440,0.01181032881140709,0.6014714241027832,-0.05662943422794342,0.5827857851982117,-0.1761551797389984,0.5518331527709961,-0.20378389954566956,0.30014780163764954
1,2752512,0.023086952045559883,0.6057410836219788,-0.0271107517182827,0.5846577882766724,-0.186288982629776,0.5432490706443787,-0.20698058605194092,0.29916083812713623
1,2883584,0.015193293802440166,0.6069288849830627,-0.022271931171417236,0.5832558274269104,-0.20003631711006165,0.52853924036026,-0.20958465337753296,0.3152252733707428
1,3014656,0.024920016527175903,0.610562801361084,-0.018560783937573433,0.5921503901481628,-0.2121569961309433,0.5283650159835815,-0.19992640614509583,0.3075045049190521
1,3145728,0.05036063492298126,0.606779932975769,-0.02220604382455349,0.5928264856338501,-0.22425052523612976,0.5325918793678284,-0.19907985627651215,0.28423768281936646
1,3276800,0.0530250146985054,0.6024352312088013,-0.01763075962662697,0.5917901992797852,-0.19976213574409485,0.5267353653907776,-0.20573091506958008,0.31020882725715637
1,3407872,0.08012066781520844,0.5932878255844116,-0.018507225438952446,0.5949788093566895,-0.20924386382102966,0.5233724117279053,-0.19510698318481445,0.29249393939971924
1,3538944,0.07306783646345139,0.5950957536697388,0.005228692665696144,0.5953221321105957,-0.18873605132102966,0.5208899974822998,-0.19916671514511108,0.2973966896533966
1,3670016,0.06032880023121834,0.6000792980194092,0.01463863905519247,0.5903724431991577,-0.18486887216567993,0.5209434032440186,-0.1933422088623047,0.3009299635887146
1,3801088,0.05312192440032959,0.6013500690460205,0.028246141970157623,0.5928291082382202,-0.16912972927093506,0.5188620090484619,-0.19937756657600403,0.29450729489326477
1,3932160,0.03401079401373863,0.60133296251297,0.02213246002793312,0.5982626676559448,-0.17526757717132568,0.515816867351532,-0.21180559694766998,0.3014085590839386
1,4063232,0.04420722648501396,0.600238561630249,0.02115604653954506,0.594924807548523,-0.1868874430656433,0.5135383009910583,-0.206705704331398,0.2959955334663391
1,4194304,0.04942098259925842,0.5996229648590088,0.021108994260430336,0.593898355960846,-0.19412702322006226,0.5103057622909546,-0.2050178050994873,0.314656138420105
1,4325376,0.040558427572250366,0.6016966700553894,0.0424610935151577,0.5910145044326782,-0.19180996716022491,0.5153492093086243,-0.20016717910766602,0.3051580786705017
