collected_frames,pan/theta_star_front,pan/theta_star_rear,pan/argmax_bin_front,pan/argmax_bin_rear,pan/pivot_half_base_m,pan/min_hinge_reach_m,pan/flipper_delta_front
42074112,-0.17539952381048352,-0.20680887958810973,0.7224696633964778,13.745203856627146,0.2560008194545905,0.0010000000478855024,-1.0840662974790516
42205184,-0.17084186186548322,-0.22543525346554816,0.6866944939829409,13.743026703596115,0.2560008184518665,0.0010000000474974513,-1.0799117642454803
42336256,-0.10487333056516945,-0.2844640464754775,0.7524506179615855,13.775472059845924,0.25600082357414067,0.0010000000474974513,-0.9224793468602002
42467328,-0.19804044481134042,-0.1408034880150808,0.7777824476361275,13.607102252542973,0.2560008189175278,0.0010000000474974513,-1.140785041730851
42598400,-0.17201705952174962,-0.12124867897364311,0.7808914184570312,13.595054626464844,0.256000816822052,0.0010000000474974513,-1.044548383448273
42729472,-0.16459205065621063,-0.19730878144036978,0.7606420023366809,13.68660505861044,0.2560008196160197,0.0010000000474974513,-1.1171441916376352
42860544,-0.14298531517852098,-0.21493403427302837,0.7773909941315651,13.724663257598877,0.2560008205473423,0.0010000000474974513,-0.9914867621846497
42991616,-0.18342242657672614,-0.1790089311543852,0.7960626413114369,13.737280555069447,0.25600081984885037,0.0010000000474974513,-1.1334706405177712
43122688,-0.10910074458292607,-0.2801395964560409,0.7628257061416904,13.741075291633607,0.25600081982711953,0.0010000000477884898,-0.9913822087550458
43253760,-0.10792890685843304,-0.29418824828462675,0.736381268594414,13.74460619688034,0.2560008189175278,0.0010000000474974513,-0.9864227278158069
43384832,-0.2194735873490572,-0.0630359994202081,0.8146268632262945,13.395396009087563,0.2560008196160197,0.0010000000474974513,-1.1988062262535095
43515904,-0.2684952513081953,-8.698557076058933e-05,0.7933143437840044,13.36623802036047,0.2560008196160197,0.0010000000474974513,-1.2654187036678195
43646976,-0.13416727964067832,-0.08777255471432,0.9009389271959662,13.469439454376698,0.25600081705488265,0.0010000000474974513,-0.8894663178361952
43778048,-0.2452155205537565,-0.04597385529996245,0.8137467387132347,13.4123679921031,0.2560008172877133,0.0010000000474974513,-1.2830067574977875
43909120,-0.16776316391769797,-0.02324896786080899,0.8798927175812423,13.237941652536392,0.2560008196160197,0.0010000000474974513,-0.9771226979792118
44040192,-0.21482399624073878,-0.06462005358480383,0.8254390377551317,13.511051423847675,0.256000820081681,0.0010000000474974513,-1.187022052705288
44171264,-0.475147848254613,0.31344978775441024,0.770278711716334,12.769008339246113,0.2560008169710636,0.0010000000474974513,-1.4678104143314217
44302336,-0.45201407046988606,0.2965757335186936,0.7885589599609375,12.783439636230469,0.256000816822052,0.0010000000474974513,-1.4160043271258473
44433408,-0.4222608634736389,0.08339938639801403,0.6886557298712432,13.311193697154522,0.2560008172877133,0.0010000000474974513,-1.6403037682175636
44564480,-0.2779917912557721,-0.031587031906383345,0.783395083155483,13.388831578195095,0.2560008196160197,0.0010000000474974513,-1.3492960454896092
44695552,-0.23575570085085928,-0.0030685726487718057,0.8228919827379286,13.270477212965488,0.2560008205473423,0.0010000000474974513,-1.1650941660627723
44826624,-0.27549375605303794,0.020515629927103873,0.7606032704934478,13.313948340713978,0.2560008189175278,0.0010000000474974513,-1.289732538163662
44957696,-0.33974657533690333,0.1893816294541466,0.8555959477089345,12.94059755653143,0.2560008231084794,0.0010000000474974513,-1.268095857463777
45088768,-0.4249917932320386,0.19171844905940816,0.7024910971522331,13.043375745415688,0.2560008184518665,0.0010000000474974513,-1.576564146205783
45219840,-0.5542346396685267,0.31991094539058396,0.6281618195896348,12.804135034084322,0.25600081883370873,0.0010000000477884898,-1.761853298061178
45350912,-0.5089600371429697,0.2784903943538666,0.6260959471110255,12.806343458592892,0.2560008189175278,0.0010000000474974513,-1.6848970158025622
45481984,-0.3781194742769003,0.04562056908980594,0.6737827649340034,13.27953489124775,0.25600082124583423,0.0010000000474974513,-1.4830738827586174
45613056,-0.20074118563206866,-0.21692113601602614,0.6586565487086773,13.67382501065731,0.25600081915035844,0.0010000000474974513,-1.2233625249937177
45744128,-0.3286250635283068,0.07698962951690191,0.7049443912692368,13.118365205824375,0.2560008196160197,0.0010000000474974513,-1.434895091690123
45875200,-0.39239982864819467,0.18186101570609026,0.7176503073424101,12.953185841441154,0.25600081915035844,0.0010000000474974513,-1.523592914454639
46006272,-0.31712925585452467,0.013416679321380798,0.6819775397889316,13.271977603435516,0.2560008205473423,0.0010000000474974513,-1.4236924657598138
46137344,-0.35628987720701844,0.02640777004944539,0.6316033685579896,13.408643066883087,0.25600081868469715,0.0010000000474974513,-1.5307164648547769
46268416,-0.2225891664950177,-0.22200939730741082,0.5741691424573461,13.75951548576355,0.25600081793963914,0.0010000000474974513,-1.4705061580141772
46399488,-0.22754883632296696,-0.2279199682525359,0.5516944823320955,13.760399915277958,0.2560008179862052,0.0010000000474974513,-1.4866937259212136
46530560,-0.22421505162492394,-0.1404848356905859,0.7015020451508462,13.607558958232403,0.2560008177533746,0.0010000000474974513,-1.305965238250792
46661632,-0.28073083388153464,-0.032849407514731865,0.6193472566083074,13.392647005617619,0.2560008189175278,0.0010000000474974513,-1.3765479288995266
46792704,-0.37899883720092475,0.1300076835323125,0.6117651853710413,13.098293609917164,0.2560008172877133,0.0010000000474974513,-1.5852998401969671
46923776,-0.3380340915173292,0.10404480326542398,0.7259111749008298,13.154082380235195,0.25600081821903586,0.0010000000474974513,-1.4573492323979735
47054848,-0.23778729955665767,0.01120069300486648,0.7180194417014718,13.243958167731762,0.2560008189175278,0.0010000000474974513,-1.2347373580560088
47185920,-0.19920302683021873,-0.07757202710490674,0.7652438734658062,13.501617528498173,0.25600081868469715,0.0010000000474974513,-1.1814428307116032
47316992,-0.17776706637969864,-0.022833648327759873,0.8529779995977879,13.22151163736979,0.25600081915656725,0.001000000047594464,-0.9990412930569923
